article_id,sentiment_id,sentiment_num
488,488,0.0999999
489,489,3.33E-05
490,490,0.1387613
491,491,0.2756883
492,492,0.0883997
493,493,0.0006105
494,494,0.1985196
495,495,0.2462018
496,496,0.1115996
497,497,0.3445096
498,498,0.0999999
499,499,0.0691457
500,500,0
501,501,0.0545955
502,502,0.0934101
503,503,1.13E-05
504,504,0.0480583
505,505,1.12E-05
506,506,0.7468643
507,507,0.0021514
508,508,0
509,509,0.9400002
510,510,0.0993759
511,511,0.5688782
512,512,0.0002203
513,513,0.1023603
514,514,0.0048975
515,515,0.1315061
516,516,0.0999998
517,517,0.7808508
518,518,0.0802079
519,519,0.0018581
520,520,0
521,521,0.0001058
522,522,0
523,523,0.0896805
524,524,0
525,525,0.7005367
526,526,0.0027573
527,527,0.1658643
528,528,0.0001382
529,529,0.357575
530,530,0.0018356
531,531,0.0093416
532,532,0.4415225
533,533,0.1350404
534,534,0.0048056
535,535,0.0051766
536,536,0.002574
537,537,0.1070921
538,538,0.3305123
539,539,0.0763416
540,540,0.1
541,541,0.0076779
542,542,0.1038844
543,543,0.1629379
544,544,1.85E-05
545,545,0.1306144
546,546,0.0998994
547,547,0.128301
548,548,0.1184195
549,549,0.2098592
550,550,0.1600233
551,551,0.0005961
552,552,0.6835465
553,553,0
554,554,0.1449174
555,555,1.74E-05
556,556,0.3679088
557,557,0.9300036
558,558,0.0112582
559,559,0.2927346
560,560,0.0021599
561,561,0.1761073
562,562,1.91E-05
563,563,0.0999999
564,564,0.1
565,565,0.1363868
566,566,0.0619335
567,567,0.5773661
568,568,0.1208588
569,569,0.0004507
570,570,0.7896148
571,571,0.1313198
572,572,0.0003211
573,573,0.3993997
574,574,0.0999947
575,575,0.1294825
576,576,0.0042573
577,577,0.4625321
578,578,0.0999999
579,579,0.0941112
580,580,0.2846611
581,581,0.0999999
582,582,0.006394
583,583,0.4329651
584,584,0.0999999
585,585,0.1287181
586,586,0.0021636
587,587,7.00E-05
588,588,6.83E-05
589,589,3.19E-05
590,590,0.6407332
591,591,0.0387953
592,592,0.3035793
593,593,0.8236981
594,594,0
595,595,1.20E-05
596,596,0.4584252
597,597,0.0999999
598,598,0.361881
599,599,0.235713
600,600,0
601,601,0.0097992
602,602,0
603,603,0.0952097
604,604,1.74E-05
605,605,0.0001078
606,606,0.8045962
607,607,0.6246169
608,608,0.8073906
609,609,0.3202821
610,610,0.0002113
611,611,0.7487559
612,612,0
613,613,0.3117429
614,614,0.3470294
615,615,0.097454
616,616,0.6636361
617,617,0.194031
618,618,0.0151814
619,619,0.0210796
620,620,0.0615476
621,621,0.0004524
622,622,0.0999976
623,623,0.9328093
624,624,0.6846095
625,625,0.2881934
626,626,0.6162932
627,627,0
628,628,0.0978498
629,629,0.0999965
630,630,0.2435829
631,631,0.0001331
632,632,0.0987812
633,633,0.4175845
634,634,2.36E-05
635,635,3.61E-05
636,636,0.0998019
637,637,0.471107
638,638,0
639,639,0.8691732
640,640,0.1377355
641,641,0.0527374
642,642,0.1966416
643,643,0.9785925
644,644,0.1312709
645,645,0.0197444
646,646,0.1698896
647,647,1.18E-05
648,648,0.0001538
649,649,0.0658411
650,650,0.08618
651,651,1.74E-05
652,652,0.7701792
653,653,3.14E-05
654,654,0.0010774
655,655,0.0395369
656,656,0.0153171
657,657,0.0002467
658,658,0.0683071
659,659,0.0999999
660,660,0
661,661,0.0937888
662,662,0.0495504
663,663,0.0999814
664,664,0.0999999
665,665,0.051552
666,666,0.2671767
667,667,0.0878421
668,668,0.0001524
669,669,0.0019081
670,670,0.001263
671,671,0.0999999
672,672,0.0015843
673,673,0.0075554
674,674,0.0045342
675,675,0.0985805
676,676,0.3017866
677,677,0.1121446
678,678,0.0002856
679,679,0.4596323
680,680,0.1448672
681,681,6.34E-05
682,682,0.5171862
683,683,0.7246082
684,684,0.0021526
685,685,0.5461954
686,686,0.6882729
687,687,0.7114842
688,688,0.1287858
689,689,6.22E-05
690,690,0.0001428
691,691,0.0005063
692,692,0.3023137
693,693,0.1675733
694,694,0.0405559
695,695,0.2860427
696,696,0.78747
697,697,0
698,698,1.50E-05
699,699,0
700,700,0.5000277
701,701,0.2903606
702,702,0.0232531
703,703,0
704,704,0.0872168
705,705,0.0998491
706,706,0.0135009
707,707,0.0054563
708,708,0.0024164
709,709,0.0880626
710,710,0.002895
711,711,0.1364548
712,712,2.47E-05
713,713,0
714,714,0.2065014
715,715,0.0003687
716,716,0.0966506
717,717,0
718,718,0.0595983
719,719,0.814279
720,720,0.0070221
721,721,0.7611458
722,722,0
723,723,0.6684874
724,724,0.0998672
725,725,0.2526867
726,726,0.4493374
727,727,0.000105
728,728,0.0998211
729,729,0.3909062
730,730,0.8594112
731,731,0.0851206
732,732,0.1776356
733,733,0.1050191
734,734,5.94E-05
735,735,0.1325891
736,736,0.0182743
737,737,0.1027782
738,738,3.12E-05
739,739,0.0014372
740,740,0.2894823
741,741,0.2039123
742,742,6.61E-05
743,743,0.0999998
744,744,0.0663303
745,745,0.000799
746,746,0.0001356
747,747,0.4381249
748,748,0.0002391
749,749,0.9423417
750,750,0.0990228
751,751,1.87E-05
752,752,0.5239084
753,753,0.0681192
754,754,0.0034077
755,755,0
756,756,0.2930889
757,757,2.43E-05
758,758,0.0004602
759,759,0.7287774
760,760,0.0982541
761,761,0.0999981
762,762,0.1195822
763,763,0.0989135
764,764,0.1863267
765,765,0
766,766,0.0189931
767,767,0.0117235
768,768,0.099662
769,769,0.0054505
770,770,0
771,771,0.0522029
772,772,0.038137
773,773,0.0369211
774,774,0.0999999
775,775,0.0045483
776,776,4.07E-05
777,777,0.0999999
778,778,0.0309621
779,779,0.254579
780,780,0.0091761
781,781,0.9341368
782,782,4.79E-05
783,783,0.2934143
784,784,0
785,785,0.2214641
786,786,0.0132168
787,787,0.0993379
788,788,0
789,789,0.0003291
790,790,0.1082928
791,791,0.2925616
792,792,0.00894
793,793,0.0999911
794,794,0.0013097
795,795,0.2967368
796,796,0.0004944
797,797,0.7731853
798,798,7.24E-05
799,799,0.1463915
800,800,0.0006097
801,801,0.0999999
802,802,0.4440892
803,803,0
804,804,1.02E-05
805,805,1.80E-05
806,806,0.0004492
807,807,0.1477792
808,808,0
809,809,0.0006699
810,810,0
811,811,0.1350569
812,812,0.6498202
813,813,0.5599432
814,814,0.6217615
815,815,0
816,816,0
817,817,0
818,818,0
819,819,0
820,820,0.1
821,821,2.26E-05
822,822,0
823,823,0.0999976
824,824,1.62E-05
825,825,0.8051815
826,826,0.0735731
827,827,9.43E-05
828,828,0.0003264
829,829,0.0963735
830,830,0.2654376
831,831,0.0999933
832,832,0
833,833,0.1110223
834,834,0.0999823
835,835,0
836,836,0.0996941
837,837,0.0048374
838,838,0.0728352
839,839,0.0061723
840,840,0.0820657
841,841,0.1578541
842,842,0.4904026
843,843,0.5474329
844,844,0
845,845,0.0005794
846,846,0.0077657
847,847,0.103486
848,848,0
849,849,0.0999995
850,850,0.3093936
851,851,0
852,852,0.0989354
853,853,0
854,854,0
855,855,0.6661338
856,856,0.0013818
857,857,5.27E-05
858,858,0.2284156
859,859,0.3600548
860,860,0.0001054
861,861,0
862,862,0
863,863,0.0918694
864,864,0
865,865,0.0002278
866,866,0.0709663
867,867,0.0999976
868,868,0.000166
869,869,0.2290789
870,870,0
871,871,0.0003127
872,872,0.1587578
873,873,0.0850754
874,874,0
875,875,0.1201184
876,876,0.21938
877,877,0.413136
878,878,0.2009881
879,879,0.0999998
880,880,0.1059184
881,881,0.0402346
882,882,0.1
883,883,0.1736756
884,884,0.0991729
885,885,0
886,886,0.5223837
887,887,3.31E-05
888,888,0
889,889,0.4365975
890,890,0
891,891,2.08E-05
892,892,0.0026143
893,893,0.3878075
894,894,0.3888831
895,895,0.7672016
896,896,0
897,897,0.0999999
898,898,0.5153655
899,899,0.0985991
900,900,0.0040872
901,901,0
902,902,0.0020026
903,903,0.1620159
904,904,0.0699213
905,905,0.099978
906,906,0.0004091
907,907,0.0962781
908,908,0
909,909,0.4488054
910,910,0.067504
911,911,0.6009643
912,912,0.3331086
913,913,1.97E-05
914,914,0
915,915,0
916,916,0.1449481
917,917,0
918,918,0.5144773
919,919,0.0007158
920,920,0.1367572
921,921,2.85E-05
922,922,0.0984825
923,923,0
924,924,0.9506413
925,925,0
926,926,0.0002891
927,927,0.1094999
928,928,0.0999711
929,929,0.0997202
930,930,0.0276482
931,931,0
932,932,0
933,933,0.711308
934,934,0.0999999
935,935,0
936,936,0.0968838
937,937,0
938,938,0.3420375
939,939,9.93E-05
940,940,0.4954893
941,941,0.197752
942,942,0.3248015
943,943,0.0535135
944,944,0.4036003
945,945,0.5070201
946,946,0.0991955
947,947,0.142519
948,948,0.2837027
949,949,0.0103953
950,950,0.0999999
951,951,0.8881784
952,952,0.1016964
953,953,0.0973726
954,954,0.0899254
955,955,0.0027601
956,956,0.0999959
957,957,0.6063594
958,958,0
959,959,0.5161579
960,960,0.0984542
961,961,1.11E-05
962,962,0
963,963,0.0002598
964,964,0.1226262
965,965,0.2894235
966,966,0
967,967,0
968,968,0.3484793
969,969,0.1311992
970,970,0.6320216
971,971,0.0995989
972,972,0.803622
973,973,0.1067268
974,974,0.6306066
975,975,0.0999999
976,976,0
977,977,2.15E-05
978,978,0.885314
979,979,0.0031075
980,980,0.5662137
981,981,0
982,982,0.0003027
983,983,0.0995289
984,984,0
985,985,1.08E-05
986,986,0.0999857
987,987,0.7872633
988,988,0.0999988
989,989,6.87E-05
990,990,0.3663735
991,991,0.0130555
992,992,0.0122211
993,993,2.43E-05
994,994,0.0084053
995,995,0.0038455
996,996,0.4405848
997,997,0
998,998,0.1232751
999,999,0.5440092
1000,1000,0.1998401
1001,1001,0.01046
1002,1002,0
1003,1003,7.64E-05
1004,1004,0.2007542
1005,1005,0.4440892
1006,1006,0.2106601
1007,1007,0.00603
1008,1008,0.0604303
1009,1009,0.0200179
1010,1010,0.0651061
1011,1011,0
1012,1012,0.1469232
1013,1013,0.4240685
1014,1014,0.0999998
1015,1015,0.1767475
1016,1016,0.1000765
1017,1017,0.93557
1018,1018,0.0489903
1019,1019,0.0999999
1020,1020,3.97E-05
1021,1021,0
1022,1022,0
1023,1023,0.5136717
1024,1024,0.000477
1025,1025,0.7950923
1026,1026,0.0005237
1027,1027,0
1028,1028,0.9221875
1029,1029,0.0064055
1030,1030,0.2819966
1031,1031,0
1032,1032,0.0984378
1033,1033,0.3460988
1034,1034,0.1
1035,1035,0.0999048
1036,1036,0.0990193
1037,1037,0.0021797
1038,1038,0.0977903
1039,1039,0
1040,1040,2.34E-05
1041,1041,0
1042,1042,0.5910279
1043,1043,0.099225
1044,1044,0.1
1045,1045,0.0871478
1046,1046,0
1047,1047,0.0046482
1048,1048,0.1092116
1049,1049,0.469375
1050,1050,0.0611475
1051,1051,0.8738146
1052,1052,0.3347838
1053,1053,0.5634383
1054,1054,0
1055,1055,0.0198239
1056,1056,0.1744494
1057,1057,0.604276
1058,1058,0.9304569
1059,1059,0.0036855
1060,1060,0.1013416
1061,1061,0.5551115
1062,1062,0.0054704
1063,1063,0.0966971
1064,1064,0.6883382
1065,1065,0
1066,1066,2.92E-05
1067,1067,0.1310909
1068,1068,0.0799972
1069,1069,0
1070,1070,0
1071,1071,0.6536026
1072,1072,0.4440892
1073,1073,0.0830386
1074,1074,0.5562528
1075,1075,0.1353727
1076,1076,0.0833252
1077,1077,7.62E-05
1078,1078,0
1079,1079,1.92E-05
1080,1080,0.2047041
1081,1081,0.057289
1082,1082,0
1083,1083,0.821565
1084,1084,0.1
1085,1085,0.0006699
1086,1086,0.2567013
1087,1087,0.0015798
1088,1088,2.07E-05
1089,1089,0.6760346
1090,1090,0.0901947
1091,1091,0.1155772
1092,1092,0.4398426
1093,1093,0.0912013
1094,1094,1.35E-05
1095,1095,0.0005374
1096,1096,0.0824378
1097,1097,0.4590217
1098,1098,0.2228394
1099,1099,0.0995181
1100,1100,0.0056658
1101,1101,0.5802
1102,1102,0.1041162
1103,1103,0
1104,1104,4.06E-05
1105,1105,0.2026221
1106,1106,1.38E-05
1107,1107,0.8292871
1108,1108,0.0985988
1109,1109,0.0412696
1110,1110,0.0989254
1111,1111,0.1548924
1112,1112,0
1113,1113,0.8833527
1114,1114,0.0089259
1115,1115,0.1108503
1116,1116,0.0966913
1117,1117,0.434858
1118,1118,0
1119,1119,0
1120,1120,0.0524669
1121,1121,0.2094038
1122,1122,0.0014962
1123,1123,0
1124,1124,0
1125,1125,0.2618683
1126,1126,0.9680145
1127,1127,0
1128,1128,0
1129,1129,0.0999207
1130,1130,0.0039084
1131,1131,0.9700783
1132,1132,0.0014736
1133,1133,0
1134,1134,0.7465739
1135,1135,0.0948298
1136,1136,0
1137,1137,0.0003144
1138,1138,0.1979461
1139,1139,0
1140,1140,0.1888564
1141,1141,0.0229036
1142,1142,0.6245316
1143,1143,0
1144,1144,0.0566539
1145,1145,0.0464489
1146,1146,0.0999999
1147,1147,0.3871412
1148,1148,0.0999997
1149,1149,0.0628992
1150,1150,0.821565
1151,1151,0.3990141
1152,1152,0.2775557
1153,1153,0.0999034
1154,1154,0.0003287
1155,1155,0.0984834
1156,1156,0.0022625
1157,1157,0.0121217
1158,1158,2.62E-05
1159,1159,0.0999999
1160,1160,6.01E-05
1161,1161,0.0147237
1162,1162,1.62E-05
1163,1163,0.0882981
1164,1164,7.93E-05
1165,1165,0.9464706
1166,1166,0.6972422
1167,1167,0.1
1168,1168,0.0004454
1169,1169,0.2220446
1170,1170,0.6059597
1171,1171,0
1172,1172,0.0999339
1173,1173,3.78E-05
1174,1174,0.0007095
1175,1175,0.7485745
1176,1176,1.62E-05
1177,1177,0.0851101
1178,1178,0.7225638
1179,1179,0.0986556
1180,1180,0.0999429
1181,1181,0
1182,1182,0.0852868
1183,1183,0.448739
1184,1184,0.6314244
1185,1185,0.0002893
1186,1186,0.3274007
1187,1187,0.537966
1188,1188,0.3605
1189,1189,0
1190,1190,0.1815835
1191,1191,0.2220446
1192,1192,0.2236064
1193,1193,9.32E-05
1194,1194,0.6215604
1195,1195,0.0010603
1196,1196,0.1650008
1197,1197,0.2093808
1198,1198,0.1776356
1199,1199,0
1200,1200,0.0046519
1201,1201,0.0991602
1202,1202,0.0940699
1203,1203,0.6661338
1204,1204,1.16E-05
1205,1205,0.0048932
1206,1206,0.4745515
1207,1207,0.4352296
1208,1208,0.0124838
1209,1209,0.1829647
1210,1210,0.0006422
1211,1211,0.0034714
1212,1212,0.0001009
1213,1213,0
1214,1214,0.971152
1215,1215,0.1563593
1216,1216,0.8196221
1217,1217,0.403455
1218,1218,0.2290327
1219,1219,0
1220,1220,0.0011003
1221,1221,0.1665334
1222,1222,0
1223,1223,0.0798335
1224,1224,0.0047212
1225,1225,0.0947091
1226,1226,0.0001339
1227,1227,0.237729
1228,1228,1.54E-05
1229,1229,0.1
1230,1230,0.3886217
1231,1231,0.082135
1232,1232,0.0006605
1233,1233,0
1234,1234,0.9832961
1235,1235,0.0610289
1236,1236,9.85E-05
1237,1237,0.0001509
1238,1238,9.07E-05
1239,1239,0.1112763
1240,1240,0.059398
1241,1241,0.5640567
1242,1242,2.22E-05
1243,1243,0.0002897
1244,1244,0.0993854
1245,1245,0.1280901
1246,1246,0
1247,1247,0.4951244
1248,1248,0.3906406
1249,1249,0.2464201
1250,1250,0.0002476
1251,1251,0.0042482
1252,1252,0.0067926
1253,1253,0.4614975
1254,1254,0.1923704
1255,1255,0.0962267
1256,1256,0.0937724
1257,1257,0.1248482
1258,1258,0.1816596
1259,1259,0.1489601
1260,1260,0.0415424
1261,1261,0.2376936
1262,1262,0
1263,1263,0.0018625
1264,1264,0.4272058
1265,1265,0.0999999
1266,1266,0.1676956
1267,1267,0.0002013
1268,1268,0.0828364
1269,1269,1.08E-05
1270,1270,0.9668643
1271,1271,0.08061
1272,1272,0.0038588
1273,1273,6.72E-05
1274,1274,0.7105427
1275,1275,0.093665
1276,1276,0.1424481
1277,1277,0
1278,1278,0.0954362
1279,1279,0.5503768
1280,1280,0
1281,1281,0.2970023
1282,1282,0.0004444
1283,1283,0.0876953
1284,1284,0.4506564
1285,1285,6.90E-05
1286,1286,0
1287,1287,0.5671019
1288,1288,0.002634
1289,1289,0.244249
1290,1290,0
1291,1291,0.9408833
1292,1292,0.0001126
1293,1293,0.7214288
1294,1294,0.5301512
1295,1295,0.274029
1296,1296,7.21E-05
1297,1297,0.022632
1298,1298,0.2038434
1299,1299,1.86E-05
1300,1300,0.0831565
1301,1301,0.1742761
1302,1302,0
1303,1303,0.0610015
1304,1304,0.0968705
1305,1305,0.0075927
1306,1306,0.0028359
1307,1307,0.0277431
1308,1308,0.0011907
1309,1309,0.2177064
1310,1310,0.7452334
1311,1311,0.000535
1312,1312,0.0018515
1313,1313,9.68E-05
1314,1314,0.0001014
1315,1315,0.4230393
1316,1316,2.62E-05
1317,1317,0.0003779
1318,1318,0
1319,1319,0.0999954
1320,1320,0.3546452
1321,1321,0
1322,1322,0.5906364
1323,1323,0.7535736
1324,1324,0.4390715
1325,1325,0.4822844
1326,1326,0.122905
1327,1327,0
1328,1328,1.62E-05
1329,1329,0.0039819
1330,1330,0.5442315
1331,1331,0
1332,1332,0
1333,1333,0.0001205
1334,1334,0.2220446
1335,1335,0.9742353
1336,1336,2.80E-05
1337,1337,0.0008926
1338,1338,0.0001526
1339,1339,0.0010749
1340,1340,0.0741467
1341,1341,0.000202
1342,1342,0.046966
1343,1343,0.3965439
1344,1344,0.2689022
1345,1345,0.0660662
1346,1346,0.2220446
1347,1347,2.76E-05
1348,1348,0.1962494
1349,1349,0.1452939
1350,1350,0.0999908
1351,1351,0.1445853
1352,1352,5.36E-05
1353,1353,0.0999755
1354,1354,0.1650304
1355,1355,0
1356,1356,0.0151062
1357,1357,0.0984761
1358,1358,0
1359,1359,0.457202
1360,1360,0.1
1361,1361,0.084679
1362,1362,0.3865408
1363,1363,0.0218536
1364,1364,0.0999983
1365,1365,0.099994
1366,1366,0.0718509
1367,1367,2.25E-05
1368,1368,3.70E-05
1369,1369,0.0976518
1370,1370,0.0044154
1371,1371,0.9487897
1372,1372,0.0645976
1373,1373,0.0063712
1374,1374,0.6204538
1375,1375,0.0001193
1376,1376,0.941247
1377,1377,0.8716005
1378,1378,0.0314911
1379,1379,0.4440892
1380,1380,0.0160827
1381,1381,0.0001385
1382,1382,0.097865
1383,1383,0.072528
1384,1384,0.2341323
1385,1385,0.0896457
1386,1386,1.91E-05
1387,1387,0.2220446
1388,1388,0.0018787
1389,1389,0.0995418
1390,1390,0.0138993
